,phase,set_input_voltage,set_output_voltage,U_in,I_in,P_in,U_out,I_out,P_out,n
1025,30.0,29.0,12.0,28.96993,0.1473372,4.26835,12.08596,0.3164057,3.824066,0.895912
1026,30.0,29.5,8.0,29.47304,0.1036374,3.054508,8.071483,0.3499467,2.824589,0.9247279
1027,30.0,29.5,8.5,29.47244,0.1087982,3.206547,8.574245,0.3449054,2.957304,0.9222705
1028,30.0,29.5,9.0,29.47149,0.1140335,3.360737,9.06879,0.3408327,3.09094,0.9197209
1029,30.0,29.5,9.5,29.47058,0.1195315,3.522662,9.577322,0.3372352,3.22981,0.9168661
1030,30.0,29.5,10.0,29.46982,0.1250185,3.684272,10.07877,0.3339882,3.366189,0.9136648
1031,30.0,29.5,10.5,29.4686,0.1305017,3.845702,10.57448,0.3309151,3.499257,0.9099137
1032,30.0,29.5,11.0,29.46841,0.1360508,4.009202,11.07253,0.3280095,3.631896,0.9058902
1033,30.0,29.5,11.5,29.46742,0.1416936,4.175344,11.57466,0.3253769,3.766129,0.9019924
1034,30.0,29.5,12.0,29.46665,0.147462,4.345211,12.08673,0.3228872,3.902652,0.8981502
1035,30.0,30.0,8.0,29.98965,0.1039614,3.117764,8.072886,0.3575962,2.886833,0.9259304
1036,30.0,30.0,8.5,29.98867,0.1090694,3.270846,8.575827,0.3522736,3.021037,0.9236258
1037,30.0,30.0,9.0,29.98789,0.1142576,3.426345,9.070114,0.3479784,3.156204,0.9211577
1038,30.0,30.0,9.5,29.98694,0.1197396,3.590624,9.578502,0.3442254,3.297164,0.9182703
1039,30.0,30.0,10.0,29.98591,0.1252222,3.7549,10.08011,0.3409001,3.436311,0.9151537
1040,30.0,30.0,10.5,29.98485,0.1306861,3.918602,10.57573,0.3377592,3.572049,0.9115621
1041,30.0,30.0,11.0,29.98401,0.136217,4.084333,11.07375,0.3348554,3.708106,0.9078854
1042,30.0,30.0,11.5,29.98358,0.1418483,4.25312,11.57594,0.3321424,3.844861,0.9040096
1043,30.0,30.0,12.0,29.98228,0.1476114,4.425726,12.08799,0.3296463,3.98476,0.900363
1044,30.0,30.5,8.0,30.48169,0.1042952,3.179095,8.073908,0.3650135,2.947085,0.9270201
1045,30.0,30.5,8.5,30.48144,0.1093424,3.332915,8.576727,0.3593437,3.081993,0.924714
1046,30.0,30.5,9.0,30.47993,0.1145,3.489953,9.070976,0.3548396,3.218742,0.9222881
1047,30.0,30.5,9.5,30.47931,0.1199447,3.655832,9.579615,0.3509789,3.362242,0.9196929
1048,30.0,30.5,10.0,30.47833,0.1253987,3.821944,10.0811,0.3475711,3.503899,0.9167845
1049,30.0,30.5,10.5,30.47761,0.130855,3.988149,10.57676,0.344344,3.642042,0.9132162
1050,30.0,30.5,11.0,30.47639,0.1363733,4.156165,11.07476,0.3413796,3.780698,0.9096603
1051,30.0,30.5,11.5,30.47536,0.1419764,4.326781,11.57669,0.3386419,3.920351,0.9060663
1052,30.0,30.5,12.0,30.47456,0.1477484,4.502566,12.08875,0.3360499,4.062423,0.9022461
1053,30.0,31.0,8.0,30.97724,0.1046517,3.24182,8.075183,0.3724683,3.007749,0.9277967
1054,30.0,31.0,8.5,30.97672,0.1096199,3.395667,8.578018,0.3664819,3.143688,0.9257941
1055,30.0,31.0,9.0,30.97582,0.1147377,3.554094,9.07198,0.3618324,3.282536,0.9235928
1056,30.0,31.0,9.5,30.97478,0.1201477,3.72155,9.580375,0.3577856,3.42772,0.9210464
1057,30.0,31.0,10.0,30.9744,0.1255799,3.889763,10.08184,0.3542726,3.571719,0.9182358
1058,30.0,31.0,10.5,30.97316,0.1310177,4.058033,10.57755,0.3509941,3.712656,0.9148906
1059,30.0,31.0,11.0,30.97223,0.1365511,4.229291,11.07549,0.3479603,3.853832,0.9112239
1060,30.0,31.0,11.5,30.97171,0.1421371,4.402228,11.57748,0.3451794,3.996309,0.9077924
1061,30.0,31.0,12.0,30.97143,0.1478934,4.580471,12.08971,0.3425876,4.141785,0.904227
1062,30.0,31.5,8.0,31.47508,0.1050365,3.306034,8.076307,0.3801233,3.069992,0.9286028
1063,30.0,31.5,8.5,31.47406,0.1099279,3.459879,8.579316,0.3737232,3.206289,0.9267057
1064,30.0,31.5,9.0,31.47351,0.1149971,3.619363,9.073096,0.3688416,3.346535,0.9246202
1065,30.0,31.5,9.5,31.47257,0.1203745,3.788495,9.581732,0.3646513,3.493991,0.9222634
1066,30.0,31.5,10.0,31.47191,0.1257882,3.958796,10.08306,0.3610006,3.639989,0.9194686
1067,30.0,31.5,10.5,31.47105,0.1312197,4.129623,10.57913,0.3576416,3.783539,0.9161947
1068,30.0,31.5,11.0,31.47087,0.1367244,4.302837,11.07697,0.3545931,3.927819,0.9128438
1069,30.0,31.5,11.5,31.46901,0.1422943,4.477859,11.57867,0.3517527,4.072827,0.9095478
1070,30.0,31.5,12.0,31.46842,0.1480329,4.658362,12.09097,0.3491386,4.221425,0.9062037
1071,30.0,32.0,8.0,31.97038,0.1054324,3.370714,8.077923,0.3878384,3.132929,0.9294555
1072,30.0,32.0,8.5,31.96907,0.1102351,3.524114,8.580691,0.3810058,3.269293,0.9276922
1073,30.0,32.0,9.0,31.96832,0.1152521,3.684414,9.074137,0.3758667,3.410666,0.925701
1074,30.0,32.0,9.5,31.96818,0.120596,3.855235,9.582746,0.3715133,3.560118,0.9234504
1075,30.0,32.0,10.0,31.96742,0.1259946,4.027723,10.08404,0.36776,3.708506,0.9207451
1076,30.0,32.0,10.5,31.96684,0.1314024,4.200519,10.58002,0.3643661,3.855,0.9177438
1077,30.0,32.0,11.0,31.96552,0.1368866,4.37565,11.07776,0.3611951,4.001234,0.9144317
1078,30.0,32.0,11.5,31.96475,0.1424683,4.553965,11.57971,0.3582916,4.148914,0.9110554
1079,30.0,32.0,12.0,31.96381,0.1481846,4.736544,12.09198,0.3556369,4.300354,0.9079098
1080,30.0,32.5,8.0,32.48652,0.1058905,3.440015,8.079148,0.3959626,3.19904,0.9299496
1081,30.0,32.5,8.5,32.48563,0.110594,3.592716,8.582179,0.3886923,3.335827,0.9284974
1082,30.0,32.5,9.0,32.48481,0.1155415,3.753345,9.075332,0.3832063,3.477725,0.9265667
1083,30.0,32.5,9.5,32.48415,0.1208467,3.925604,9.583777,0.3786895,3.629276,0.9245139
1084,30.0,32.5,10.0,32.48366,0.1262033,4.099545,10.08517,0.3748122,3.780044,0.9220643
1085,30.0,32.5,10.5,32.48221,0.1316145,4.275129,10.58121,0.3713102,3.928912,0.9190159
1086,30.0,32.5,11.0,32.48169,0.1370759,4.452455,11.07867,0.3680963,4.078017,0.9159031
1087,30.0,32.5,11.5,32.48062,0.1426395,4.633018,11.58103,0.3651712,4.229057,0.9128083
1088,30.0,32.5,12.0,32.48005,0.1483451,4.818257,12.09293,0.3624431,4.383001,0.9096653
1089,30.0,33.0,8.0,32.98287,0.1063221,3.506808,8.08011,0.4038849,3.263434,0.9305997
1090,30.0,33.0,8.5,32.98218,0.1109418,3.659104,8.58343,0.3962109,3.400849,0.9294214
1091,30.0,33.0,9.0,32.98071,0.1158322,3.820227,9.076435,0.3903877,3.543329,0.927518
1092,30.0,33.0,9.5,32.98018,0.1210997,3.993891,9.584942,0.3856804,3.696725,0.9255947
1093,30.0,33.0,10.0,32.97893,0.1264355,4.169709,10.0862,0.3816419,3.849316,0.9231617
1094,30.0,33.0,10.5,32.97863,0.1318075,4.346831,10.58245,0.3780284,4.000465,0.9203175
1095,30.0,33.0,11.0,32.9773,0.1372533,4.526242,11.07967,0.3747574,4.15219,0.9173593
1096,30.0,33.0,11.5,32.97675,0.1428023,4.709157,11.58161,0.3717878,4.305902,0.9143679
1097,30.0,33.0,12.0,32.97547,0.1485078,4.897115,12.09387,0.3689921,4.462542,0.9112593
1098,30.0,33.5,8.0,33.47895,0.1067681,3.574485,8.081412,0.4118686,3.32848,0.9311776
1099,30.0,33.5,8.5,33.47795,0.111318,3.726698,8.584791,0.4037655,3.466243,0.930111
1100,30.0,33.5,9.0,33.47671,0.1161251,3.887486,9.077577,0.3976027,3.609269,0.9284327
1101,30.0,33.5,9.5,33.47681,0.1213374,4.061989,9.585938,0.3926789,3.764195,0.9266878
1102,30.0,33.5,10.0,33.47578,0.1266425,4.239456,10.08731,0.3884906,3.918825,0.9243696
1103,30.0,33.5,10.5,33.47461,0.1319959,4.41851,10.5833,0.3847768,4.072207,0.9216245
1104,30.0,33.5,11.0,33.47393,0.1374214,4.600036,11.08054,0.3814228,4.226372,0.9187694
1105,30.0,33.5,11.5,33.47284,0.1429716,4.785666,11.58292,0.3784087,4.383076,0.915876
1106,30.0,33.5,12.0,33.47169,0.1486667,4.976127,12.09513,0.3755777,4.542659,0.9128906
1107,30.0,34.0,8.0,33.976,0.1072374,3.643497,8.082844,0.4199325,3.394248,0.931591
1108,30.0,34.0,8.5,33.97533,0.1117113,3.79543,8.58609,0.4115049,3.533218,0.9309138
1109,30.0,34.0,9.0,33.9745,0.116433,3.955753,9.078623,0.404942,3.676316,0.9293591
1110,30.0,34.0,9.5,33.9738,0.1216052,4.13139,9.587043,0.3997148,3.832083,0.9275529
1111,30.0,34.0,10.0,33.97319,0.1268771,4.310419,10.08838,0.3953865,3.988808,0.9253875
1112,30.0,34.0,10.5,33.97213,0.132204,4.491251,10.58467,0.3915658,4.144594,0.9228149
1113,30.0,34.0,11.0,33.97114,0.1376171,4.675008,11.08151,0.3881286,4.301049,0.920009
1114,30.0,34.0,11.5,33.97017,0.1431466,4.862716,11.58393,0.3850506,4.460401,0.9172653
1115,30.0,34.0,12.0,33.96936,0.1488246,5.055475,12.09588,0.3821594,4.622554,0.9143659
1116,30.0,34.5,8.0,34.49031,0.1077109,3.714981,8.083978,0.4283014,3.462379,0.9320045
1117,30.0,34.5,8.5,34.48959,0.1121234,3.86709,8.587399,0.4195293,3.602666,0.9316218
1118,30.0,34.5,9.0,34.48814,0.1167683,4.027122,9.079947,0.4125527,3.745957,0.9301823
1119,30.0,34.5,9.5,34.48803,0.1218801,4.203404,9.588252,0.4070752,3.903139,0.9285663
1120,30.0,34.5,10.0,34.4875,0.1271138,4.383837,10.08933,0.4025486,4.061448,0.9264597
1121,30.0,34.5,10.5,34.48647,0.1324172,4.566601,10.58577,0.3986077,4.219572,0.9240071
1122,30.0,34.5,11.0,34.48605,0.1378108,4.752549,11.08265,0.3951057,4.378817,0.9213618
1123,30.0,34.5,11.5,34.48503,0.1433328,4.942835,11.58488,0.3919461,4.540649,0.9186325
1124,30.0,34.5,12.0,34.48437,0.1490014,5.138221,12.0968,0.3890294,4.706012,0.9158836
1125,30.0,35.0,8.0,34.98804,0.1082123,3.786136,8.085196,0.4364033,3.528406,0.9319281
1126,30.0,35.0,8.5,34.98709,0.1125743,3.938648,8.588919,0.4274267,3.671133,0.9320794
1127,30.0,35.0,9.0,34.98608,0.1171342,4.098066,9.080975,0.4200538,3.814498,0.9308043
1128,30.0,35.0,9.5,34.98587,0.1221872,4.274824,9.589461,0.4142441,3.972378,0.9292495
1129,30.0,35.0,10.0,34.98547,0.1273796,4.456435,10.09045,0.4095396,4.132439,0.9272971
1130,30.0,35.0,10.5,34.98462,0.1326428,4.640458,10.58695,0.4054786,4.292779,0.9250767
1131,30.0,35.0,11.0,34.98338,0.1380141,4.8282,11.08363,0.4018724,4.454204,0.9225391
1132,30.0,35.0,11.5,34.98249,0.1435194,5.020665,11.586,0.3986341,4.618575,0.9199129
1133,30.0,35.0,12.0,34.98149,0.1491749,5.218359,12.09781,0.3956304,4.786263,0.917197
1134,35.0,25.0,8.0,24.94323,0.1145134,2.856334,8.067041,0.324854,2.62061,0.9174732
1135,35.0,25.0,8.5,24.94243,0.1209285,3.016251,8.569963,0.3218244,2.758023,0.9143879
1136,35.0,25.0,9.0,24.94082,0.1272883,3.174674,9.064989,0.3190426,2.892117,0.9109967
1137,35.0,25.0,9.5,24.94016,0.1338493,3.338223,9.573436,0.3164381,3.0294,0.9074886
1138,35.0,25.0,10.0,24.93881,0.140358,3.500361,10.0752,0.3139206,3.162814,0.9035679
1139,35.0,25.0,10.5,24.93775,0.1468021,3.660914,10.57052,0.3114233,3.291907,0.8992036
1140,35.0,25.0,11.0,24.93686,0.1533119,3.823117,11.0693,0.3090449,3.42091,0.8947961
1141,35.0,25.0,11.5,24.93552,0.1598722,3.986498,11.5713,0.3068148,3.550245,0.8905674
1142,35.0,25.0,12.0,24.93463,0.16655,4.152861,12.08365,0.3047344,3.682303,0.8866909
1143,35.0,25.5,8.0,25.48489,0.1147186,2.923593,8.068283,0.3329563,2.686386,0.9188647
1144,35.0,25.5,8.5,25.4843,0.1211246,3.086776,8.571007,0.3298928,2.827513,0.9160085
1145,35.0,25.5,9.0,25.48275,0.1274722,3.248341,9.066072,0.3270563,2.965116,0.9128093
1146,35.0,25.5,9.5,25.48196,0.134032,3.415399,9.574647,0.3244019,3.106034,0.9094205
1147,35.0,25.5,10.0,25.48049,0.1405163,3.580423,10.07643,0.3218421,3.243018,0.9057639
1148,35.0,25.5,10.5,25.47993,0.146954,3.744379,10.57187,0.3193598,3.37623,0.9016795
1149,35.0,25.5,11.0,25.47878,0.1534446,3.909582,11.07021,0.3169384,3.508575,0.8974296
1150,35.0,25.5,11.5,25.47784,0.1599942,4.076307,11.57228,0.3146789,3.641551,0.8933457
1151,35.0,25.5,12.0,25.47668,0.1666786,4.246418,12.08472,0.312528,3.776814,0.8894117
1152,35.0,26.0,8.0,25.98199,0.1149154,2.98573,8.069422,0.3404427,2.747175,0.9201016
1153,35.0,26.0,8.5,25.98056,0.1213088,3.151669,8.572173,0.3372806,2.891227,0.9173638
1154,35.0,26.0,9.0,25.97977,0.1276365,3.315967,9.066898,0.3344841,3.032733,0.9145848
1155,35.0,26.0,9.5,25.97844,0.1341731,3.485608,9.575573,0.3317947,3.177125,0.911498
1156,35.0,26.0,10.0,25.97764,0.1406679,3.654219,10.07737,0.3291731,3.3172,0.9077727
1157,35.0,26.0,10.5,25.97691,0.1470877,3.820883,10.57293,0.3266435,3.45358,0.9038696
1158,35.0,26.0,11.0,25.97599,0.1535892,3.989631,11.07136,0.3241652,3.588949,0.8995691
1159,35.0,26.0,11.5,25.97514,0.1601382,4.159611,11.57335,0.3219205,3.7257,0.8956847
1160,35.0,26.0,12.0,25.97395,0.1668125,4.332778,12.08564,0.3197535,3.864426,0.8919047
1161,35.0,26.5,8.0,26.47846,0.1151151,3.048071,8.070642,0.3479759,2.808389,0.921366
1162,35.0,26.5,8.5,26.47803,0.1214984,3.217038,8.573723,0.3447578,2.955858,0.9188135
1163,35.0,26.5,9.0,26.47686,0.1278169,3.384191,9.068372,0.341841,3.099941,0.9160066
1164,35.0,26.5,9.5,26.47555,0.1343305,3.556473,9.576751,0.3391044,3.247518,0.9131289
1165,35.0,26.5,10.0,26.47442,0.1408131,3.727945,10.0785,0.336476,3.391172,0.9096625
1166,35.0,26.5,10.5,26.47341,0.1472465,3.898117,10.57415,0.3338887,3.530589,0.9057167
1167,35.0,26.5,11.0,26.47182,0.1537287,4.069477,11.07229,0.3314191,3.669568,0.9017297
1168,35.0,26.5,11.5,26.47113,0.1602578,4.242205,11.57453,0.3291236,3.809453,0.8979889
1169,35.0,26.5,12.0,26.46957,0.1669162,4.418201,12.0869,0.3269428,3.951724,0.8944193
1170,35.0,27.0,8.0,26.97327,0.1153034,3.11011,8.071781,0.3555143,2.869634,0.9226793
1171,35.0,27.0,8.5,26.9737,0.1216777,3.282099,8.575007,0.3521751,3.019904,0.9201136
1172,35.0,27.0,9.0,26.9716,0.1279881,3.452044,9.069379,0.3492039,3.167063,0.9174455
1173,35.0,27.0,9.5,26.97101,0.1345135,3.627966,9.578057,0.3464186,3.318017,0.9145668
1174,35.0,27.0,10.0,26.96998,0.1409829,3.802306,10.07985,0.3437631,3.465081,0.9113102
1175,35.0,27.0,10.5,26.96852,0.1473991,3.975134,10.57552,0.3412086,3.608458,0.9077575
1176,35.0,27.0,11.0,26.96675,0.153863,4.149185,11.07354,0.338683,3.750421,0.9038934
1177,35.0,27.0,11.5,26.96537,0.1604154,4.325662,11.57566,0.3363497,3.89347,0.9000866
1178,35.0,27.0,12.0,26.96499,0.1670749,4.505174,12.08771,0.3341877,4.039564,0.89665
1179,35.0,27.5,8.0,27.48848,0.1155422,3.17608,8.072801,0.363344,2.933204,0.9235297
1180,35.0,27.5,8.5,27.48738,0.1218804,3.350173,8.576171,0.3599238,3.086768,0.9213756
1181,35.0,27.5,9.0,27.48547,0.1281783,3.523042,9.070546,0.3568711,3.237016,0.9188128
1182,35.0,27.5,9.5,27.48471,0.1346667,3.701275,9.578998,0.3540803,3.391734,0.9163691
1183,35.0,27.5,10.0,27.48378,0.1411334,3.878879,10.0806,0.3514042,3.542367,0.913245
1184,35.0,27.5,10.5,27.48283,0.1475479,4.055034,10.57642,0.3487527,3.688555,0.9096236
1185,35.0,27.5,11.0,27.48176,0.154019,4.232712,11.07436,0.3462521,3.834521,0.9059252
1186,35.0,27.5,11.5,27.48129,0.1605485,4.412082,11.57654,0.3439033,3.981212,0.9023432
1187,35.0,27.5,12.0,27.47983,0.1671979,4.59457,12.08892,0.3416726,4.130451,0.8989854
1188,35.0,28.0,8.0,27.98325,0.1157539,3.23917,8.074028,0.3709844,2.995338,0.9247239
1189,35.0,28.0,8.5,27.98203,0.1220738,3.415871,8.577427,0.3674053,3.151392,0.9225734
1190,35.0,28.0,9.0,27.98112,0.1283406,3.591115,9.071505,0.3643364,3.30508,0.9203492
1191,35.0,28.0,9.5,27.97948,0.1348367,3.77266,9.580224,0.3614289,3.46257,0.917806
1192,35.0,28.0,10.0,27.97859,0.1413019,3.953428,10.08183,0.3586693,3.616044,0.9146604
1193,35.0,28.0,10.5,27.97788,0.1477043,4.132453,10.57791,0.3560688,3.766464,0.9114354
1194,35.0,28.0,11.0,27.977,0.1541506,4.312672,11.07572,0.353496,3.915221,0.9078411
1195,35.0,28.0,11.5,27.97534,0.1606838,4.495186,11.57795,0.3511225,4.065279,0.9043629
1196,35.0,28.0,12.0,27.97428,0.1673371,4.681136,12.09018,0.3488782,4.217999,0.9010633
1197,35.0,28.5,8.0,28.48009,0.1159702,3.302843,8.07525,0.3786073,3.057348,0.9256718
1198,35.0,28.5,8.5,28.47846,0.122269,3.482035,8.579076,0.3749613,3.216822,0.9238338
1199,35.0,28.5,9.0,28.47735,0.1285327,3.660271,9.072907,0.3717794,3.37312,0.9215492
1200,35.0,28.5,9.5,28.47646,0.1350271,3.845095,9.581611,0.3688724,3.534391,0.9191948
1201,35.0,28.5,10.0,28.47536,0.1414679,4.02835,10.08326,0.3660623,3.691101,0.9162811
1202,35.0,28.5,10.5,28.47405,0.1478625,4.210246,10.57916,0.3633859,3.844318,0.9130864
1203,35.0,28.5,11.0,28.47326,0.1543048,4.393561,11.0768,0.3607983,3.99649,0.9096242
1204,35.0,28.5,11.5,28.47299,0.1608259,4.579195,11.57907,0.3583844,4.149757,0.9062198
1205,35.0,28.5,12.0,28.47158,0.1674764,4.768317,12.09142,0.3561546,4.306415,0.9031309
1206,35.0,29.0,8.0,28.977,0.1162201,3.36771,8.076907,0.3862754,3.11991,0.9264189
1207,35.0,29.0,8.5,28.97556,0.1224862,3.549108,8.580381,0.3825172,3.282143,0.9247798
1208,35.0,29.0,9.0,28.97455,0.1287182,3.72955,9.074134,0.379232,3.441202,0.9226854
1209,35.0,29.0,9.5,28.97362,0.1352045,3.917363,9.582823,0.3762611,3.605643,0.9204262
1210,35.0,29.0,10.0,28.97309,0.1416179,4.103109,10.08435,0.3734116,3.765615,0.9177467
1211,35.0,29.0,10.5,28.97227,0.1480112,4.28822,10.58068,0.3707271,3.922545,0.9147257
1212,35.0,29.0,11.0,28.97101,0.1544565,4.47476,11.07827,0.3681029,4.077943,0.9113212
1213,35.0,29.0,11.5,28.96921,0.160967,4.663086,11.58051,0.3656718,4.234667,0.9081253
1214,35.0,29.0,12.0,28.96897,0.1676046,4.855334,12.09259,0.3633719,4.394107,0.9050061
1215,35.0,29.5,8.0,29.47283,0.1164443,3.431942,8.078015,0.3939526,3.182355,0.9272751
1216,35.0,29.5,8.5,29.47115,0.1226793,3.615499,8.581649,0.3900444,3.347224,0.9257985
1217,35.0,29.5,9.0,29.4707,0.1289029,3.798858,9.075212,0.3866892,3.509287,0.9237741
1218,35.0,29.5,9.5,29.46932,0.1353853,3.989714,9.584006,0.3836359,3.676769,0.921562
1219,35.0,29.5,10.0,29.46853,0.1417915,4.178387,10.08546,0.3808112,3.840655,0.9191717
1220,35.0,29.5,10.5,29.468,0.1481868,4.36677,10.58194,0.3780414,4.000413,0.9161034
1221,35.0,29.5,11.0,29.4664,0.1546115,4.555845,11.07909,0.3753966,4.159051,0.9129044
1222,35.0,29.5,11.5,29.465,0.1611113,4.747145,11.58135,0.3729377,4.319122,0.9098357
1223,35.0,29.5,12.0,29.46388,0.1677377,4.942204,12.09336,0.3706005,4.481805,0.9068435
1224,35.0,30.0,8.0,29.98833,0.1166874,3.499262,8.079196,0.4019821,3.247692,0.9281079
1225,35.0,30.0,8.5,29.98709,0.1229124,3.685787,8.582963,0.3979092,3.41524,0.9265972
1226,35.0,30.0,9.0,29.98659,0.1291213,3.871908,9.076357,0.3944803,3.580444,0.9247233
1227,35.0,30.0,9.5,29.9856,0.1355727,4.06523,9.585032,0.3913732,3.751325,0.9227828
1228,35.0,30.0,10.0,29.98405,0.1419817,4.257186,10.08651,0.3884107,3.91771,0.9202582
1229,35.0,30.0,10.5,29.98352,0.1483586,4.448314,10.58299,0.3856817,4.081667,0.9175762
1230,35.0,30.0,11.0,29.98204,0.1547763,4.64051,11.08028,0.3829694,4.243408,0.9144272
1231,35.0,30.0,11.5,29.98103,0.1612744,4.835173,11.58266,0.3805042,4.40725,0.911498
1232,35.0,30.0,12.0,29.9799,0.167884,5.033145,12.09472,0.3781401,4.5735,0.9086763
1233,35.0,30.5,8.0,30.48093,0.1169326,3.564214,8.080428,0.4097209,3.31072,0.9288781
1234,35.0,30.5,8.5,30.47997,0.1231345,3.753138,8.584334,0.4054999,3.480947,0.9274765
1235,35.0,30.5,9.0,30.47865,0.1293035,3.940996,9.077403,0.4019303,3.648483,0.9257769
1236,35.0,30.5,9.5,30.47771,0.1357385,4.136999,9.586372,0.3987533,3.822598,0.9240026
1237,35.0,30.5,10.0,30.47655,0.14215,4.332241,10.08778,0.3957863,3.992606,0.9216031
1238,35.0,30.5,10.5,30.47543,0.1485072,4.525822,10.58423,0.3929436,4.159007,0.9189506
1239,35.0,30.5,11.0,30.47426,0.1549069,4.720673,11.08153,0.3902446,4.324508,0.9160787
1240,35.0,30.5,11.5,30.47342,0.1614165,4.918912,11.58372,0.3877222,4.491265,0.9130607
1241,35.0,30.5,12.0,30.47229,0.1680219,5.120011,12.0959,0.3853238,4.66084,0.9103183
1242,35.0,31.0,8.0,30.97634,0.1171892,3.630092,8.081774,0.4175086,3.37421,0.929511
1243,35.0,31.0,8.5,30.97542,0.1233626,3.821208,8.585835,0.413125,3.547023,0.9282467
1244,35.0,31.0,9.0,30.97446,0.1295123,4.011573,9.078823,0.4094497,3.717322,0.9266493
1245,35.0,31.0,9.5,30.97326,0.1359339,4.210316,9.587387,0.4062012,3.894408,0.9249681
1246,35.0,31.0,10.0,30.97205,0.1423041,4.407449,10.08884,0.4031756,4.067574,0.9228863
1247,35.0,31.0,10.5,30.97129,0.1486858,4.604991,10.58557,0.4002844,4.237238,0.9201404
1248,35.0,31.0,11.0,30.96982,0.1550827,4.802882,11.08256,0.3975469,4.405838,0.9173321
1249,35.0,31.0,11.5,30.96883,0.1615644,5.00346,11.58488,0.3949969,4.575994,0.9145658
1250,35.0,31.0,12.0,30.96855,0.1681687,5.207941,12.0967,0.3926311,4.749539,0.9119803
1251,35.0,31.5,8.0,31.47356,0.1174555,3.696743,8.082812,0.4253748,3.438225,0.9300686
1252,35.0,31.5,8.5,31.47194,0.1235916,3.889668,8.586936,0.4208054,3.613429,0.9289813
1253,35.0,31.5,9.0,31.47081,0.1297199,4.082391,9.079964,0.4169984,3.78633,0.9274786
1254,35.0,31.5,9.5,31.47035,0.1361183,4.28369,9.588759,0.4136671,3.966555,0.9259669
1255,35.0,31.5,10.0,31.46931,0.1424907,4.484086,10.09005,0.4105971,4.142944,0.9239218
1256,35.0,31.5,10.5,31.46873,0.1488464,4.684008,10.58676,0.4076627,4.315828,0.9213964
1257,35.0,31.5,11.0,31.46726,0.15524,4.884976,11.08366,0.4048851,4.487609,0.9186553
1258,35.0,31.5,11.5,31.46563,0.1616846,5.087507,11.58611,0.4023221,4.661347,0.9162341
1259,35.0,31.5,12.0,31.46489,0.1683191,5.296142,12.09814,0.3998785,4.837787,0.9134549
1260,35.0,32.0,8.0,31.96894,0.1177325,3.763782,8.084419,0.4332797,3.502815,0.9306636
1261,35.0,32.0,8.5,31.9684,0.1238386,3.958921,8.588624,0.4285598,3.680739,0.9297329
1262,35.0,32.0,9.0,31.96667,0.1299374,4.153664,9.081087,0.4245784,3.855634,0.9282488
1263,35.0,32.0,9.5,31.96597,0.1363111,4.357317,9.589675,0.4211571,4.03876,0.9268913
1264,35.0,32.0,10.0,31.96493,0.1426777,4.560682,10.09131,0.4180001,4.21817,0.924899
1265,35.0,32.0,10.5,31.96367,0.1490233,4.763332,10.5883,0.4150054,4.394201,0.9225059
1266,35.0,32.0,11.0,31.96263,0.1553957,4.966855,11.08492,0.4122119,4.569334,0.9199651
1267,35.0,32.0,11.5,31.96197,0.1618185,5.172037,11.58709,0.4096467,4.746615,0.9177458
1268,35.0,32.0,12.0,31.96128,0.1684561,5.384071,12.09909,0.4071684,4.926367,0.9149892
1269,35.0,32.5,8.0,32.48507,0.1180243,3.834027,8.085303,0.441632,3.570729,0.931326
1270,35.0,32.5,8.5,32.48474,0.124086,4.0309,8.589862,0.4366055,3.750381,0.9304076
1271,35.0,32.5,9.0,32.48392,0.1301442,4.227595,9.082367,0.4325666,3.928728,0.9293057
1272,35.0,32.5,9.5,32.48263,0.1365156,4.434384,9.591127,0.4289619,4.114229,0.9278015
1273,35.0,32.5,10.0,32.48156,0.1428619,4.640377,10.09248,0.4257348,4.296722,0.9259427
1274,35.0,32.5,10.5,32.48065,0.1491929,4.845883,10.58963,0.4227545,4.476812,0.9238382
1275,35.0,32.5,11.0,32.47924,0.1555546,5.052297,11.08619,0.4198915,4.654997,0.9213626
1276,35.0,32.5,11.5,32.47839,0.161994,5.261303,11.58857,0.417266,4.835517,0.9190722
1277,35.0,32.5,12.0,32.47738,0.1686192,5.476312,12.10048,0.4147502,5.018675,0.9164335
1278,35.0,33.0,8.0,32.98098,0.1183226,3.902396,8.086915,0.4496486,3.636271,0.9318046
1279,35.0,33.0,8.5,32.98051,0.1243352,4.100637,8.591239,0.4443973,3.817924,0.9310561
1280,35.0,33.0,9.0,32.9795,0.1303715,4.299586,9.083739,0.4401782,3.998464,0.9299647
1281,35.0,33.0,9.5,32.97889,0.1367,4.508214,9.592511,0.436497,4.187102,0.9287718
1282,35.0,33.0,10.0,32.9772,0.1430437,4.717183,10.09374,0.4332003,4.372612,0.9269543
1283,35.0,33.0,10.5,32.97673,0.1493554,4.925251,10.59066,0.4301452,4.555522,0.9249319
1284,35.0,33.0,11.0,32.97567,0.1557273,5.135213,11.08727,0.4272537,4.737075,0.922469
1285,35.0,33.0,11.5,32.9751,0.1621622,5.347314,11.58991,0.4245929,4.920992,0.9202736
1286,35.0,33.0,12.0,32.97309,0.1687514,5.564256,12.10166,0.4220494,5.107497,0.9179118
1287,35.0,33.5,8.0,33.47781,0.1186234,3.97125,8.088332,0.4577861,3.702726,0.9323831
1288,35.0,33.5,8.5,33.47686,0.1245932,4.170988,8.592916,0.4522296,3.885971,0.9316669
