,phase,set_input_voltage,set_output_voltage,U_in,I_in,P_in,U_out,I_out,P_out,n
1558,45.0,27.5,8.5,27.4859,0.1470395,4.041513,8.588345,0.4348912,3.734995,0.9241576
1559,45.0,27.5,9.0,27.48455,0.1548908,4.257103,9.081347,0.432453,3.927256,0.9225183
1560,45.0,27.5,9.5,27.48257,0.1629601,4.478564,9.590171,0.4300995,4.124727,0.9209933
1561,45.0,27.5,10.0,27.48213,0.1709586,4.698307,10.09164,0.4278188,4.317392,0.9189251
1562,45.0,27.5,10.5,27.48036,0.1789045,4.91636,10.58862,0.4255382,4.505864,0.916504
1563,45.0,27.5,11.0,27.47919,0.1868605,5.134776,11.08549,0.4233442,4.692976,0.9139593
1564,45.0,27.5,11.5,27.47706,0.1949104,5.355565,11.58805,0.4212478,4.881439,0.9114705
1565,45.0,27.5,12.0,27.47612,0.2031318,5.581274,12.09994,0.4192229,5.072572,0.9088555
1566,45.0,28.0,8.0,27.98119,0.1392241,3.895656,8.085135,0.446238,3.607895,0.9261326
1567,45.0,28.0,8.5,27.98029,0.1472204,4.11927,8.589902,0.4435831,3.810335,0.9250026
1568,45.0,28.0,9.0,27.97865,0.1550493,4.338071,9.082615,0.4411035,4.006373,0.923538
1569,45.0,28.0,9.5,27.97739,0.16312,4.563672,9.591619,0.438714,4.207977,0.9220596
1570,45.0,28.0,10.0,27.97595,0.1711255,4.787398,10.09309,0.4363903,4.404526,0.9200251
1571,45.0,28.0,10.5,27.97439,0.1790633,5.009186,10.59027,0.4341243,4.597494,0.9178126
1572,45.0,28.0,11.0,27.97312,0.1870033,5.231065,11.08697,0.4319105,4.788578,0.9154116
1573,45.0,28.0,11.5,27.97221,0.1950632,5.456349,11.58961,0.4298089,4.981315,0.9129391
1574,45.0,28.0,12.0,27.97097,0.2032699,5.685655,12.1013,0.4277687,5.176559,0.9104595
1575,45.0,28.5,8.0,28.47827,0.1394133,3.97025,8.086606,0.4549867,3.679298,0.926717
1576,45.0,28.5,8.5,28.47767,0.1473978,4.197546,8.591616,0.4522761,3.885782,0.9257271
1577,45.0,28.5,9.0,28.47616,0.1552192,4.420046,9.084113,0.4497701,4.085763,0.924371
1578,45.0,28.5,9.5,28.4748,0.1632755,4.649237,9.592879,0.4473777,4.29164,0.9230848
1579,45.0,28.5,10.0,28.4733,0.171271,4.87665,10.09436,0.4450461,4.492455,0.9212174
1580,45.0,28.5,10.5,28.47221,0.1792083,5.102456,10.59163,0.4427712,4.689667,0.9190999
1581,45.0,28.5,11.0,28.4707,0.1871478,5.32823,11.08821,0.4405383,4.884783,0.916774
1582,45.0,28.5,11.5,28.46871,0.1952005,5.557108,11.59097,0.4384122,5.081624,0.9144366
1583,45.0,28.5,12.0,28.46771,0.2033958,5.790212,12.10259,0.4363584,5.281067,0.9120679
1584,45.0,29.0,8.0,28.97447,0.1395849,4.044398,8.087865,0.4637233,3.750531,0.9273399
1585,45.0,29.0,8.5,28.97383,0.1475659,4.275551,8.593116,0.4609929,3.961365,0.9265157
1586,45.0,29.0,9.0,28.97255,0.155378,4.501696,9.0854,0.4584446,4.165152,0.9252407
1587,45.0,29.0,9.5,28.97108,0.1634304,4.734756,9.594477,0.4560194,4.375267,0.9240745
1588,45.0,29.0,10.0,28.96933,0.1714305,4.966226,10.09583,0.453663,4.580105,0.9222507
1589,45.0,29.0,10.5,28.96876,0.1793686,5.196086,10.59342,0.4513741,4.781596,0.9202303
1590,45.0,29.0,11.0,28.96689,0.1873008,5.425523,11.08986,0.4491166,4.980638,0.9180014
1591,45.0,29.0,11.5,28.96625,0.1953491,5.658531,11.59215,0.4469962,5.181649,0.9157234
1592,45.0,29.0,12.0,28.96472,0.2035485,5.895724,12.10411,0.4449396,5.385596,0.913475
1593,45.0,29.5,8.0,29.47055,0.1397669,4.119009,8.089334,0.4724768,3.822022,0.9278984
1594,45.0,29.5,8.5,29.46912,0.1477558,4.354233,8.594533,0.4696893,4.03676,0.9270887
1595,45.0,29.5,9.0,29.46753,0.1555557,4.583841,9.086709,0.467108,4.244475,0.9259646
1596,45.0,29.5,9.5,29.46643,0.163609,4.820973,9.595533,0.4646744,4.458799,0.9248752
1597,45.0,29.5,10.0,29.46517,0.1715897,5.055919,10.09706,0.462299,4.667859,0.9232464
1598,45.0,29.5,10.5,29.46379,0.1795327,5.289714,10.5948,0.4599958,4.873562,0.9213279
1599,45.0,29.5,11.0,29.46238,0.1874533,5.522819,11.09119,0.457696,5.076393,0.9191671
1600,45.0,29.5,11.5,29.46091,0.1955003,5.759616,11.59367,0.4555404,5.281387,0.9169685
1601,45.0,29.5,12.0,29.46008,0.2037001,6.00102,12.10532,0.4534796,5.489516,0.9147639
1602,45.0,30.0,8.0,29.98597,0.1399607,4.196856,8.090648,0.4815898,3.896374,0.9284029
1603,45.0,30.0,8.5,29.98503,0.147939,4.435955,8.596307,0.4787492,4.115475,0.927754
1604,45.0,30.0,9.0,29.98333,0.1557256,4.66917,9.088377,0.4761373,4.327316,0.9267848
1605,45.0,30.0,9.5,29.9833,0.1637686,4.910325,9.597142,0.4736681,4.54586,0.9257758
1606,45.0,30.0,10.0,29.98172,0.1717524,5.149434,10.09844,0.4712813,4.759204,0.924219
1607,45.0,30.0,10.5,29.98023,0.1796804,5.386861,10.5961,0.4689604,4.969151,0.9224576
1608,45.0,30.0,11.0,29.97925,0.1876047,5.624247,11.09238,0.4666691,5.176473,0.920385
1609,45.0,30.0,11.5,29.97772,0.1956451,5.864995,11.59494,0.4645034,5.385889,0.9183109
1610,45.0,30.0,12.0,29.97632,0.203846,6.110553,12.10664,0.4624289,5.598462,0.9161956
1611,45.0,30.5,8.0,30.47985,0.1401401,4.271451,8.091995,0.4903332,3.967774,0.9289056
1612,45.0,30.5,8.5,30.47774,0.1481015,4.513798,8.597697,0.4874297,4.190773,0.9284361
1613,45.0,30.5,9.0,30.47598,0.1558881,4.750844,9.089564,0.4847787,4.406427,0.9275039
1614,45.0,30.5,9.5,30.47524,0.1639267,4.995706,9.598388,0.4822865,4.629173,0.9266304
1615,45.0,30.5,10.0,30.4741,0.1718987,5.238456,10.09959,0.4798576,4.846365,0.9251515
1616,45.0,30.5,10.5,30.47272,0.1798097,5.479292,10.59724,0.4774894,5.060071,0.9234898
1617,45.0,30.5,11.0,30.47184,0.1877483,5.721036,11.0936,0.4752105,5.271794,0.9214755
1618,45.0,30.5,11.5,30.46999,0.1957832,5.965514,11.59633,0.4730321,5.485436,0.9195246
1619,45.0,30.5,12.0,30.46907,0.2039731,6.214871,12.10812,0.4709345,5.702131,0.9174978
1620,45.0,31.0,8.0,30.97477,0.1403273,4.346608,8.093501,0.4990557,4.039108,0.9292551
1621,45.0,31.0,8.5,30.974,0.1482913,4.593176,8.599158,0.4961605,4.266562,0.9288916
1622,45.0,31.0,9.0,30.97286,0.1560677,4.833863,9.091109,0.493496,4.486426,0.9281244
1623,45.0,31.0,9.5,30.97151,0.1640899,5.082113,9.599707,0.4909568,4.713041,0.9273782
1624,45.0,31.0,10.0,30.97088,0.1720767,5.329367,10.10113,0.4885131,4.934536,0.925914
1625,45.0,31.0,10.5,30.96987,0.1799933,5.57437,10.59891,0.4861471,5.152627,0.9243426
1626,45.0,31.0,11.0,30.96834,0.1879055,5.81912,11.09526,0.4838519,5.368464,0.9225559
1627,45.0,31.0,11.5,30.96707,0.1959423,6.067759,11.59753,0.4816559,5.58602,0.9206067
1628,45.0,31.0,12.0,30.96618,0.2041318,6.321182,12.10933,0.4795383,5.806886,0.9186393
1629,45.0,31.5,8.0,31.47269,0.140524,4.422668,8.094597,0.5078999,4.111245,0.9295849
1630,45.0,31.5,8.5,31.47177,0.1484775,4.672852,8.600667,0.5049408,4.342828,0.9293742
1631,45.0,31.5,9.0,31.46982,0.1562477,4.917089,9.092357,0.5022113,4.566284,0.9286561
1632,45.0,31.5,9.5,31.46848,0.1642618,5.169067,9.601043,0.4996411,4.797076,0.9280351
1633,45.0,31.5,10.0,31.46696,0.172231,5.419587,10.1023,0.4971688,5.02255,0.9267403
1634,45.0,31.5,10.5,31.46592,0.1801559,5.668772,10.6002,0.4947567,5.244519,0.9251597
1635,45.0,31.5,11.0,31.4648,0.1880774,5.917819,11.09638,0.4924569,5.464491,0.9233961
1636,45.0,31.5,11.5,31.46346,0.1961081,6.17024,11.59897,0.4902457,5.686347,0.9215763
1637,45.0,31.5,12.0,31.46188,0.204293,6.42744,12.11069,0.4881232,5.91151,0.9197299
1638,45.0,32.0,8.0,31.9673,0.1407268,4.498658,8.096187,0.5166969,4.183274,0.9298939
1639,45.0,32.0,8.5,31.96636,0.1486678,4.752368,8.60216,0.5136656,4.418633,0.9297751
1640,45.0,32.0,9.0,31.96527,0.1564236,5.000124,9.093641,0.5109245,4.646164,0.9292099
1641,45.0,32.0,9.5,31.96362,0.1644378,5.256025,9.602457,0.5083374,4.881288,0.9287033
1642,45.0,32.0,10.0,31.96267,0.1723989,5.510328,10.10397,0.5058358,5.11095,0.9275221
1643,45.0,32.0,10.5,31.96102,0.1803196,5.7632,10.60183,0.5034125,5.337093,0.9260641
1644,45.0,32.0,11.0,31.96001,0.1882343,6.015971,11.09812,0.5010867,5.561118,0.9243925
1645,45.0,32.0,11.5,31.95832,0.1962427,6.271589,11.60024,0.49888,5.787128,0.9227532
1646,45.0,32.0,12.0,31.95732,0.2044115,6.532443,12.11175,0.4967276,6.016239,0.9209784
1647,45.0,32.5,8.0,32.48421,0.1409055,4.577203,8.097664,0.5258852,4.258442,0.9303588
1648,45.0,32.5,8.5,32.48258,0.1488359,4.834574,8.603721,0.522787,4.497913,0.9303638
1649,45.0,32.5,9.0,32.48132,0.1565825,5.086007,9.09527,0.5199918,4.729466,0.9298977
1650,45.0,32.5,9.5,32.4804,0.1646024,5.346353,9.603954,0.5173764,4.96886,0.9293925
1651,45.0,32.5,10.0,32.47877,0.1725556,5.604395,10.10528,0.5148406,5.20261,0.9283089
1652,45.0,32.5,10.5,32.47742,0.1804678,5.86113,10.6032,0.5124077,5.433159,0.9269816
1653,45.0,32.5,11.0,32.47653,0.1883722,6.117676,11.09956,0.5100514,5.661344,0.9254076
1654,45.0,32.5,11.5,32.47484,0.1963911,6.37777,11.6016,0.5078097,5.891406,0.9237406
1655,45.0,32.5,12.0,32.47363,0.2045649,6.642964,12.11331,0.5056779,6.125435,0.9220937
1656,45.0,33.0,8.0,32.97956,0.1410986,4.653371,8.098952,0.534686,4.330396,0.9305934
1657,45.0,33.0,8.5,32.97816,0.1490336,4.914855,8.605209,0.5315737,4.574303,0.9307097
1658,45.0,33.0,9.0,32.97725,0.1567665,5.169727,9.096663,0.5287518,4.809877,0.9303928
1659,45.0,33.0,9.5,32.97604,0.1647777,5.433715,9.605198,0.5260618,5.052928,0.9299214
1660,45.0,33.0,10.0,32.97432,0.1727255,5.695506,10.10654,0.523528,5.291055,0.9289877
1661,45.0,33.0,10.5,32.97313,0.1806418,5.956324,10.60448,0.5210208,5.525157,0.9276119
1662,45.0,33.0,11.0,32.97178,0.1885492,6.216801,11.10082,0.518684,5.757818,0.9261706
1663,45.0,33.0,11.5,32.97071,0.196548,6.480325,11.60291,0.5164601,5.992438,0.9247126
1664,45.0,33.0,12.0,32.97008,0.2047164,6.749516,12.11478,0.5142764,6.230343,0.92308
1665,45.0,33.5,8.0,33.47608,0.1413122,4.730578,8.100456,0.5435818,4.403261,0.9308082
1666,45.0,33.5,8.5,33.47501,0.1492275,4.995393,8.606859,0.5403575,4.650781,0.9310139
1667,45.0,33.5,9.0,33.47348,0.1569594,5.253977,9.098416,0.5375088,4.890479,0.9308146
1668,45.0,33.5,9.5,33.47217,0.1649424,5.520978,9.607013,0.5347688,5.137531,0.9305471
1669,45.0,33.5,10.0,33.47126,0.172899,5.787147,10.10836,0.5322105,5.379776,0.9296076
1670,45.0,33.5,10.5,33.47012,0.1807978,6.051324,10.60596,0.5297455,5.61846,0.9284679
1671,45.0,33.5,11.0,33.46857,0.1886965,6.315401,11.10242,0.5273314,5.854657,0.9270443
1672,45.0,33.5,11.5,33.46722,0.1966965,6.582885,11.60437,0.5250502,6.092879,0.9255636
1673,45.0,33.5,12.0,33.4664,0.2048831,6.856699,12.11621,0.5228773,6.335291,0.9239566
1674,45.0,34.0,8.0,33.97334,0.141515,4.807738,8.102095,0.5524501,4.476003,0.9309999
1675,45.0,34.0,8.5,33.97195,0.1494182,5.076029,8.608496,0.5491547,4.727396,0.9313177
1676,45.0,34.0,9.0,33.97063,0.157137,5.338043,9.099875,0.5462488,4.970796,0.931202
1677,45.0,34.0,9.5,33.96944,0.1651413,5.609756,9.608259,0.5435157,5.22224,0.930921
1678,45.0,34.0,10.0,33.96842,0.1730646,5.878733,10.10945,0.5409102,5.468304,0.9301842
1679,45.0,34.0,10.5,33.96663,0.1809788,6.147241,10.60731,0.5384214,5.711203,0.9290676
1680,45.0,34.0,11.0,33.96595,0.1888644,6.414957,11.10373,0.5359933,5.951525,0.9277577
1681,45.0,34.0,11.5,33.96503,0.1968469,6.685914,11.60541,0.5337097,6.193919,0.9264132
1682,45.0,34.0,12.0,33.96357,0.2050193,6.963185,12.11725,0.5314961,6.440269,0.9249027
1683,45.0,34.5,8.0,34.48776,0.1417253,4.887787,8.103355,0.5616649,4.551371,0.9311721
1684,45.0,34.5,8.5,34.48638,0.1496214,5.159901,8.609986,0.558305,4.806998,0.9316067
1685,45.0,34.5,9.0,34.48517,0.1573283,5.425494,9.101216,0.5553291,5.05417,0.9315595
1686,45.0,34.5,9.5,34.48357,0.1653078,5.700402,9.609469,0.5525553,5.309763,0.9314718
1687,45.0,34.5,10.0,34.48262,0.1732253,5.973262,10.11074,0.5499064,5.559962,0.9308084
1688,45.0,34.5,10.5,34.48142,0.181128,6.245549,10.60872,0.5473962,5.807176,0.9298103
1689,45.0,34.5,11.0,34.48056,0.1890021,6.516899,11.10521,0.5449364,6.051634,0.9286065
1690,45.0,34.5,11.5,34.47887,0.1969966,6.79222,11.60693,0.5426347,6.298323,0.927285
1691,45.0,34.5,12.0,34.47744,0.2051691,7.073704,12.11888,0.5404046,6.549098,0.9258372
1692,45.0,35.0,8.0,34.98582,0.1419133,4.964952,8.104572,0.5706028,4.624492,0.9314273
1693,45.0,35.0,8.5,34.98406,0.149809,5.240926,8.61153,0.5671124,4.883706,0.9318401
1694,45.0,35.0,9.0,34.98296,0.1575028,5.509915,9.102486,0.5641109,5.134811,0.9319221
1695,45.0,35.0,9.5,34.98217,0.1654661,5.788364,9.610501,0.5612814,5.394196,0.9319033
1696,45.0,35.0,10.0,34.98024,0.1733938,6.065358,10.11203,0.5586092,5.648674,0.9313011
1697,45.0,35.0,10.5,34.97907,0.1812706,6.340679,10.60992,0.5560803,5.899966,0.9304943
1698,45.0,35.0,11.0,34.9776,0.189175,6.616885,11.10661,0.5536324,6.148982,0.9292865
1699,45.0,35.0,11.5,34.97663,0.1971582,6.89593,11.60818,0.5513009,6.399599,0.9280255
1700,45.0,35.0,12.0,34.97543,0.2053094,7.180785,12.12011,0.5490767,6.65487,0.9267608
1701,50.0,25.0,8.0,24.93699,0.148487,3.702818,8.080696,0.4218386,3.40875,0.9205827
1702,50.0,25.0,8.5,24.93559,0.1571728,3.919196,8.585277,0.4195396,3.601863,0.9190311
1703,50.0,25.0,9.0,24.93454,0.1656505,4.130419,9.078347,0.4174038,3.789337,0.917422
1704,50.0,25.0,9.5,24.93285,0.1744537,4.349629,9.587374,0.4152838,3.981481,0.915361
1705,50.0,25.0,10.0,24.9316,0.1831271,4.565652,10.08875,0.4132484,4.169161,0.9131577
1706,50.0,25.0,10.5,24.93044,0.1917372,4.780092,10.58562,0.4111827,4.352622,0.9105729
1707,50.0,25.0,11.0,24.92919,0.200349,4.994538,11.08244,0.409114,4.533979,0.9077874
1708,50.0,25.0,11.5,24.92762,0.2090582,5.211323,11.58499,0.4071625,4.716975,0.9051396
1709,50.0,25.0,12.0,24.92613,0.2179349,5.432273,12.09681,0.4052627,4.902385,0.9024556
1710,50.0,25.5,8.0,25.47867,0.1486528,3.787475,8.082143,0.4318648,3.490393,0.9215621
1711,50.0,25.5,8.5,25.47709,0.1573465,4.008731,8.58668,0.4295989,3.688829,0.9201985
1712,50.0,25.5,9.0,25.47625,0.1658298,4.224721,9.079663,0.4274421,3.88103,0.9186476
1713,50.0,25.5,9.5,25.47483,0.1746368,4.448843,9.588759,0.4253367,4.078451,0.9167443
1714,50.0,25.5,10.0,25.47336,0.1832998,4.66926,10.09046,0.4232147,4.270432,0.9145843
1715,50.0,25.5,10.5,25.47173,0.1919058,4.888173,10.58745,0.421144,4.45884,0.912169
1716,50.0,25.5,11.0,25.47041,0.2005191,5.107303,11.08439,0.4190823,4.645272,0.9095351
1717,50.0,25.5,11.5,25.46958,0.2092124,5.32855,11.58662,0.4171444,4.833293,0.907056
1718,50.0,25.5,12.0,25.46779,0.2181005,5.55454,12.09882,0.4152313,5.02381,0.9044512
1719,50.0,26.0,8.0,25.97618,0.1488402,3.866299,8.083605,0.4411418,3.566016,0.9223332
1720,50.0,26.0,8.5,25.97379,0.1575337,4.091746,8.588481,0.4387946,3.768579,0.9210199
1721,50.0,26.0,9.0,25.97281,0.1659912,4.311256,9.081296,0.4365967,3.964864,0.919654
1722,50.0,26.0,9.5,25.97163,0.1747817,4.539367,9.590175,0.4344693,4.166637,0.9178894
1723,50.0,26.0,10.0,25.97031,0.183463,4.76459,10.09163,0.4323663,4.363282,0.9157728
1724,50.0,26.0,10.5,25.96883,0.1920546,4.987433,10.58883,0.4302823,4.556187,0.9135333
1725,50.0,26.0,11.0,25.96803,0.2006557,5.210632,11.08552,0.428229,4.747142,0.9110491
1726,50.0,26.0,11.5,25.96644,0.2093702,5.436598,11.58817,0.4262618,4.939596,0.908582
1727,50.0,26.0,12.0,25.96507,0.2182385,5.666578,12.09997,0.4243551,5.134684,0.9061348
1728,50.0,26.5,8.0,26.4728,0.1489995,3.944433,8.085108,0.4503672,3.641267,0.9231408
1729,50.0,26.5,8.5,26.47131,0.1576858,4.174149,8.590036,0.4480446,3.848719,0.9220369
1730,50.0,26.5,9.0,26.46993,0.1661342,4.397563,9.082693,0.4457903,4.048976,0.920732
1731,50.0,26.5,9.5,26.46847,0.1749393,4.630376,9.591853,0.4435978,4.254925,0.9189156
1732,50.0,26.5,10.0,26.46699,0.1835981,4.859288,10.09316,0.4414987,4.456117,0.9170308
1733,50.0,26.5,10.5,26.46533,0.1922077,5.086841,10.59052,0.4394258,4.653746,0.9148599
1734,50.0,26.5,11.0,26.46418,0.2007955,5.313889,11.08709,0.4373528,4.84897,0.9125087
1735,50.0,26.5,11.5,26.46263,0.209506,5.544079,11.58969,0.4353763,5.045877,0.9101381
1736,50.0,26.5,12.0,26.46056,0.2183848,5.778586,12.10154,0.4334525,5.245443,0.9077381
1737,50.0,27.0,8.0,26.97112,0.1491812,4.023583,8.086777,0.4595818,3.716535,0.9236881
1738,50.0,27.0,8.5,26.97081,0.1578654,4.257758,8.591838,0.4572425,3.928554,0.9226813
1739,50.0,27.0,9.0,26.96942,0.1663016,4.485057,9.084327,0.4549918,4.133294,0.9215701
1740,50.0,27.0,9.5,26.96795,0.1750798,4.721544,9.593328,0.4528238,4.344087,0.9200564
1741,50.0,27.0,10.0,26.96655,0.1837587,4.955338,10.09479,0.4506742,4.549461,0.918093
1742,50.0,27.0,10.5,26.9641,0.1923605,5.186828,10.59206,0.4486154,4.751761,0.9161208
1743,50.0,27.0,11.0,26.96297,0.2009526,5.418278,11.0886,0.4464922,4.950976,0.9137546
1744,50.0,27.0,11.5,26.96153,0.209651,5.652512,11.591,0.4445375,5.152634,0.9115652
1745,50.0,27.0,12.0,26.95945,0.2185149,5.891041,12.10285,0.4425927,5.356632,0.9092844
1746,50.0,27.5,8.0,27.48666,0.1493216,4.104352,8.088174,0.4691997,3.794969,0.9246206
1747,50.0,27.5,8.5,27.48479,0.1580292,4.343398,8.593736,0.4668079,4.011624,0.9236141
1748,50.0,27.5,9.0,27.48328,0.1664685,4.575101,9.085718,0.4645169,4.22047,0.9224867
1749,50.0,27.5,9.5,27.48209,0.1752562,4.816408,9.594897,0.4623835,4.436522,0.9211268
1750,50.0,27.5,10.0,27.48014,0.1839167,5.054059,10.09619,0.460197,4.646239,0.9193084
1751,50.0,27.5,10.5,27.47842,0.1925287,5.290384,10.59378,0.4580967,4.852974,0.9173198
1752,50.0,27.5,11.0,27.4779,0.2011,5.525805,11.08992,0.4560285,5.057319,0.9152184
1753,50.0,27.5,11.5,27.4758,0.2098144,5.764819,11.59269,0.454025,5.263371,0.9130158
1754,50.0,27.5,12.0,27.47462,0.2186844,6.00827,12.10465,0.4521148,5.472693,0.9108601
1755,50.0,28.0,8.0,27.98084,0.1495232,4.183784,8.089721,0.4784167,3.870257,0.9250613
1756,50.0,28.0,8.5,27.97886,0.158201,4.426284,8.5951,0.4760168,4.091412,0.9243445
1757,50.0,28.0,9.0,27.9774,0.1666421,4.662211,9.087297,0.4737186,4.304822,0.9233434
1758,50.0,28.0,9.5,27.9763,0.1754192,4.90758,9.596095,0.4715115,4.524669,0.9219756
1759,50.0,28.0,10.0,27.97453,0.1840671,5.149192,10.09754,0.4693478,4.739255,0.9203883
1760,50.0,28.0,10.5,27.97297,0.1926716,5.389596,10.59525,0.4672387,4.950508,0.9185305
1761,50.0,28.0,11.0,27.97171,0.2012628,5.629663,11.09174,0.4651428,5.159245,0.9164394
1762,50.0,28.0,11.5,27.96996,0.2099589,5.872543,11.59417,0.4631341,5.369654,0.914366
1763,50.0,28.0,12.0,27.96892,0.2188251,6.120301,12.10576,0.461212,5.583321,0.9122624
1764,50.0,28.5,8.0,28.47688,0.1496894,4.262687,8.090998,0.4877067,3.946034,0.9257152
1765,50.0,28.5,8.5,28.47538,0.1583744,4.509772,8.5968,0.4852295,4.171421,0.9249738
1766,50.0,28.5,9.0,28.47453,0.166798,4.749494,9.088884,0.482953,4.389503,0.9242045
1767,50.0,28.5,9.5,28.4731,0.1755718,4.999075,9.597634,0.4807273,4.613845,0.9229398
1768,50.0,28.5,10.0,28.47181,0.1842266,5.245265,10.09904,0.4785565,4.832961,0.9213949
1769,50.0,28.5,10.5,28.47006,0.192833,5.489969,10.59672,0.4764211,5.048502,0.9195867
1770,50.0,28.5,11.0,28.46911,0.2014139,5.734076,11.09298,0.4743041,5.261448,0.9175755
1771,50.0,28.5,11.5,28.46799,0.2101095,5.981395,11.59543,0.4723102,5.476642,0.9156129
1772,50.0,28.5,12.0,28.46621,0.2189749,6.233385,12.10728,0.470331,5.694428,0.9135371
1773,50.0,29.0,8.0,28.97397,0.1498689,4.342298,8.09247,0.4969521,4.02157,0.9261387
1774,50.0,29.0,8.5,28.97292,0.1585438,4.593477,8.598126,0.4944552,4.251388,0.9255273
1775,50.0,29.0,9.0,28.97137,0.1669681,4.837295,9.090077,0.4921677,4.473843,0.9248646
1776,50.0,29.0,9.5,28.96971,0.1757307,5.090869,9.598947,0.4899387,4.702895,0.9237903
1777,50.0,29.0,10.0,28.96786,0.1843906,5.341402,10.10045,0.4877488,4.926481,0.9223198
1778,50.0,29.0,10.5,28.96696,0.1929897,5.590326,10.59817,0.4856092,5.146568,0.9206204
1779,50.0,29.0,11.0,28.96607,0.2015651,5.838549,11.09452,0.483478,5.363955,0.9187137
1780,50.0,29.0,11.5,28.96397,0.2102524,6.089742,11.59713,0.4814495,5.583433,0.9168587
1781,50.0,29.0,12.0,28.96247,0.2191148,6.346107,12.10905,0.4794981,5.806263,0.9149331
1782,50.0,29.5,8.0,29.4702,0.150006,4.420706,8.094345,0.5062161,4.097488,0.9268854
1783,50.0,29.5,8.5,29.46858,0.1586986,4.676622,8.600118,0.5037227,4.332074,0.9263256
1784,50.0,29.5,9.0,29.46754,0.1671346,4.925046,9.091603,0.5013754,4.558307,0.9255357
1785,50.0,29.5,9.5,29.4661,0.1758988,5.183053,9.600616,0.4991187,4.791847,0.9245221
1786,50.0,29.5,10.0,29.46392,0.1845479,5.437503,10.10187,0.4969198,5.019819,0.9231845
1787,50.0,29.5,10.5,29.46277,0.1931406,5.690456,10.59966,0.4947732,5.24443,0.9216185
1788,50.0,29.5,11.0,29.46171,0.2017316,5.943359,11.0959,0.4926543,5.466444,0.9197567
1789,50.0,29.5,11.5,29.46043,0.2104126,6.198844,11.5983,0.4906315,5.69049,0.9179921
1790,50.0,29.5,12.0,29.45834,0.2192836,6.459729,12.10992,0.4886336,5.917315,0.9160315
1791,50.0,30.0,8.0,29.98593,0.1501979,4.503825,8.095413,0.5158234,4.175804,0.9271683
1792,50.0,30.0,8.5,29.98427,0.1588664,4.763494,8.601529,0.5133204,4.41534,0.9269122
1793,50.0,30.0,9.0,29.98277,0.1673323,5.017087,9.093485,0.5109684,4.646484,0.9261318
1794,50.0,30.0,9.5,29.98126,0.1760765,5.278996,9.602114,0.5086751,4.884356,0.9252433
1795,50.0,30.0,10.0,29.97984,0.1847246,5.538014,10.10347,0.5064577,5.11698,0.9239737
1796,50.0,30.0,10.5,29.97882,0.1933145,5.795341,10.60129,0.5042608,5.345814,0.9224331
1797,50.0,30.0,11.0,29.97715,0.2018924,6.052159,11.09758,0.5021486,5.572635,0.9207682
1798,50.0,30.0,11.5,29.97593,0.2105789,6.312299,11.59989,0.5001257,5.801404,0.9190636
1799,50.0,30.0,12.0,29.97464,0.2194385,6.57759,12.11166,0.4981291,6.033169,0.9172309
1800,50.0,30.5,8.0,30.47822,0.1503841,4.583438,8.097096,0.5250166,4.25111,0.9274936
1801,50.0,30.5,8.5,30.47663,0.1590357,4.846873,8.603278,0.5224671,4.49493,0.9273875
1802,50.0,30.5,9.0,30.47574,0.1674936,5.104492,9.094807,0.5200833,4.730057,0.9266459
1803,50.0,30.5,9.5,30.47428,0.1762336,5.370592,9.603631,0.5178213,4.972964,0.9259621
1804,50.0,30.5,10.0,30.47269,0.1848712,5.633524,10.10494,0.5155746,5.209852,0.9247946
1805,50.0,30.5,10.5,30.47204,0.1934574,5.895042,10.60284,0.513396,5.443457,0.9233958
1806,50.0,30.5,11.0,30.47038,0.2020401,6.15624,11.09915,0.511244,5.674374,0.9217272
1807,50.0,30.5,11.5,30.46867,0.2107116,6.420102,11.60133,0.5091949,5.90734,0.9201317
1808,50.0,30.5,12.0,30.46768,0.2195599,6.689482,12.11324,0.5072147,6.144014,0.9184589
1809,50.0,31.0,8.0,30.97438,0.1505332,4.662673,8.098501,0.5343331,4.327297,0.9280722
1810,50.0,31.0,8.5,30.97294,0.1592233,4.931613,8.604908,0.5317641,4.575781,0.9278467
1811,50.0,31.0,9.0,30.9717,0.1676476,5.192333,9.096478,0.5293605,4.815316,0.9273897
1812,50.0,31.0,9.5,30.97022,0.1763921,5.462901,9.604953,0.5270104,5.061911,0.9265975
1813,50.0,31.0,10.0,30.96922,0.185023,5.730018,10.10636,0.5247614,5.303429,0.9255518
1814,50.0,31.0,10.5,30.96767,0.1936172,5.995873,10.60427,0.5225663,5.541436,0.9242083
1815,50.0,31.0,11.0,30.96643,0.2021877,6.26103,11.10053,0.5204273,5.777021,0.922695
1816,50.0,31.0,11.5,30.96475,0.2108725,6.529613,11.60266,0.5183747,6.014525,0.9211151
1817,50.0,31.0,12.0,30.96323,0.2197181,6.803183,12.11445,0.5163649,6.255476,0.9194925
1818,50.0,31.5,8.0,31.47166,0.1507115,4.743141,8.099785,0.5436202,4.403207,0.9283314
1819,50.0,31.5,8.5,31.46992,0.1593873,5.015906,8.606365,0.5410129,4.656155,0.9282779
1820,50.0,31.5,9.0,31.4691,0.1678248,5.281294,9.097885,0.5385677,4.899827,0.92777
1821,50.0,31.5,9.5,31.46739,0.1765601,5.555887,9.606299,0.5362459,5.151339,0.9271858
