,U_in,I_in,P_in,U_out,I_out,P_out,n
2303,25.95867,0.2342054,6.079662,11.56498,0.4766798,5.512791,0.9067596
2304,26.22966,0.2444195,6.41104,12.08594,0.4804058,5.806155,0.9056494
2305,26.46499,0.1730684,4.580254,8.414062,0.4996548,4.204126,0.9178807
2306,26.46409,0.176155,4.661781,8.57109,0.4981434,4.269632,0.9158801
2307,26.46314,0.1855167,4.909355,9.053182,0.4962333,4.492491,0.9150878
2308,26.46138,0.1954889,5.172906,9.567101,0.4943153,4.729165,0.9142181
2309,26.45982,0.2050904,5.426655,10.06002,0.4924513,4.95407,0.9129142
2310,26.45802,0.2149565,5.687324,10.56796,0.4904957,5.183541,0.91142
2311,26.45645,0.2247667,5.94653,11.07222,0.4885411,5.409236,0.9096458
2312,26.45481,0.2343472,6.199609,11.56449,0.4867436,5.62894,0.9079508
2313,26.72477,0.2445725,6.536143,12.08569,0.490424,5.927114,0.9068213
2314,26.96758,0.1734709,4.67809,8.426554,0.5097203,4.295185,0.9181494
2315,26.96771,0.1763311,4.755245,8.571293,0.5082041,4.355966,0.916034
2316,26.96648,0.1860184,5.016262,9.070869,0.5062507,4.592134,0.9154495
2317,26.96473,0.1957125,5.277333,9.570098,0.5043834,4.826999,0.9146663
2318,26.96296,0.2056336,5.544488,10.08057,0.5024534,5.065015,0.9135226
2319,26.96149,0.2151212,5.799988,10.5683,0.5005737,5.290215,0.9121079
2320,26.95946,0.2249765,6.065246,11.07495,0.4986102,5.522084,0.9104468
2321,26.95794,0.2344935,6.32146,11.56512,0.4968131,5.745706,0.9089206
2322,27.23521,0.2447306,6.665289,12.08669,0.5006461,6.051156,0.907861
2323,27.48333,0.1735337,4.769284,8.421467,0.5202757,4.381485,0.9186882
2324,27.4831,0.1765333,4.851682,8.57369,0.5187217,4.447359,0.9166634
2325,27.48135,0.1858837,5.108335,9.055809,0.5167832,4.67989,0.9161283
2326,27.47927,0.1959455,5.384439,9.573555,0.5148468,4.928914,0.9153998
2327,27.47759,0.205848,5.656207,10.08284,0.5129053,5.171544,0.914313
2328,27.47551,0.2153253,5.916171,10.57047,0.511044,5.401976,0.9130866
2329,27.47433,0.2251487,6.185809,11.07588,0.509078,5.638489,0.9115201
2330,27.47268,0.2346817,6.447334,11.56661,0.5072696,5.867391,0.9100491
2331,27.73893,0.2448995,6.793252,12.08775,0.5108928,6.175546,0.9090707
2332,27.97856,0.1699907,4.756094,8.22933,0.5309443,4.369316,0.9186773
2333,27.97752,0.1766522,4.942289,8.571806,0.5288033,4.5328,0.9171457
2334,27.97525,0.1860146,5.203804,9.054838,0.5268466,4.770511,0.9167352
2335,27.97377,0.1960726,5.48489,9.572532,0.5248984,5.024606,0.9160815
2336,27.97202,0.2059716,5.76144,10.08267,0.5229459,5.27269,0.9151689
2337,27.97014,0.2154844,6.027128,10.57136,0.5210667,5.508384,0.9139318
2338,27.96865,0.2252175,6.299027,11.0722,0.5191425,5.748052,0.9125301
2339,27.96713,0.2348092,6.56694,11.56555,0.5173136,5.983016,0.9110814
2340,28.23447,0.2450244,6.918135,12.08685,0.520936,6.296477,0.9101409
2341,28.47448,0.1704697,4.854037,8.246375,0.5409978,4.461271,0.9190846
2342,28.47324,0.176898,5.036859,8.576248,0.538883,4.621594,0.9175549
2343,28.47183,0.186257,5.303078,9.058716,0.536948,4.864059,0.9172144
2344,28.47031,0.1962703,5.587877,9.574583,0.5350097,5.122495,0.9167157
2345,28.4687,0.2061965,5.870147,10.08612,0.5330297,5.376202,0.9158548
2346,28.46709,0.215638,6.138586,10.57185,0.5311746,5.615496,0.9147866
2347,28.46568,0.2254521,6.417647,11.07686,0.529204,5.861919,0.9134062
2348,28.4643,0.2349833,6.688636,11.56755,0.5273989,6.100715,0.9121014
2349,28.73219,0.2452365,7.046182,12.09043,0.5310321,6.420404,0.9111891
2350,28.97056,0.1746579,5.059939,8.45611,0.550474,4.654869,0.9199456
2351,28.96965,0.1770411,5.128818,8.576114,0.5490199,4.708457,0.9180394
2352,28.96855,0.18677,5.410455,9.077913,0.546989,4.965519,0.9177637
2353,28.96665,0.1964123,5.689408,9.574144,0.5451099,5.218961,0.9173118
2354,28.96521,0.2063296,5.976381,10.08517,0.543144,5.477697,0.9165576
2355,28.96391,0.2157878,6.250058,10.57215,0.5412599,5.72228,0.9155563
2356,28.96234,0.22563,6.534774,11.07876,0.5393035,5.974813,0.9143105
2357,28.96065,0.2354076,6.817556,11.58175,0.5374295,6.224373,0.9129918
2358,29.22465,0.2453272,7.169601,12.08729,0.5410478,6.5398,0.9121567
2359,29.46709,0.1722383,5.075361,8.321489,0.5609881,4.668257,0.9197882
2360,29.46555,0.1771504,5.219834,8.572787,0.5591322,4.793322,0.9182901
2361,29.46388,0.1868346,5.504872,9.072459,0.5571004,5.05427,0.9181449
2362,29.46242,0.1964581,5.78813,9.568567,0.5552065,5.312531,0.9178321
2363,29.46048,0.2063449,6.079019,10.07795,0.5532166,5.575287,0.9171361
2364,29.45936,0.2162015,6.369159,10.58531,0.5512629,5.83529,0.9161791
2365,29.45792,0.2256523,6.647248,11.07232,0.5493664,6.082763,0.9150798
2366,29.4564,0.2356033,6.940024,11.58459,0.5474635,6.342138,0.9138496
2367,29.72692,0.2454286,7.295838,12.08538,0.5512242,6.661754,0.9130896
2368,29.98218,0.17206,5.158735,8.303364,0.5715376,4.745684,0.9199318
2369,29.98133,0.1773712,5.317824,8.576137,0.5695971,4.884943,0.9185979
2370,29.97939,0.1870715,5.608289,9.076465,0.5675634,5.151469,0.9185455
2371,29.97803,0.1967082,5.896927,9.572943,0.5656461,5.414897,0.9182575
2372,29.97667,0.2066132,6.193575,10.08356,0.5636882,5.683986,0.9177228
2373,29.97523,0.2160577,6.476379,10.56995,0.5617927,5.938123,0.9168894
2374,29.97421,0.2258953,6.771032,11.07641,0.559844,6.201062,0.9158223
2375,29.97234,0.2357801,7.06688,11.58565,0.5579259,6.463934,0.91468
2376,30.22866,0.2456233,7.424862,12.08775,0.5613846,6.785876,0.9139397
2377,30.47519,0.1728932,5.268952,8.33907,0.5814812,4.849013,0.9202992
2378,30.47414,0.177487,5.408763,8.573948,0.5796444,4.969841,0.9188498
2379,30.47245,0.1871943,5.704269,9.074494,0.5775957,5.241388,0.9188536
2380,30.47094,0.197218,6.009418,9.591284,0.5756025,5.520767,0.9186859
2381,30.46935,0.2067221,6.298688,10.08098,0.5737085,5.783545,0.9182143
2382,30.46799,0.2165928,6.599145,10.58932,0.571718,6.054103,0.9174072
2383,30.46728,0.2260089,6.885876,11.07425,0.569845,6.310604,0.9164562
2384,30.46502,0.2359147,7.187145,11.5846,0.5679443,6.579408,0.9154412
2385,30.72346,0.2457351,7.549835,12.08593,0.5714413,6.906398,0.9147747
2386,30.97097,0.1731588,5.362897,8.344217,0.5915953,4.936399,0.9204726
2387,30.97103,0.1776492,5.501977,8.573854,0.5897753,5.056648,0.9190601
2388,30.96957,0.187342,5.801902,9.074352,0.5877361,5.333325,0.9192373
2389,30.96702,0.1973675,6.111884,9.591766,0.5856993,5.61789,0.9191749
2390,30.96528,0.2068832,6.406196,10.08181,0.5837899,5.885659,0.9187449
2391,30.96359,0.2167092,6.710094,10.58798,0.5818155,6.160252,0.9180574
2392,30.96288,0.2261538,7.002375,11.07435,0.5799354,6.422407,0.9171755
2393,30.96125,0.2360365,7.307987,11.58299,0.5780299,6.695314,0.9161639
2394,31.2359,0.2462443,7.691663,12.10433,0.5817791,7.042043,0.9155424
2395,31.46802,0.1744937,5.490972,8.405267,0.6015308,5.056027,0.9207892
2396,31.46738,0.1781527,5.605998,8.591395,0.599836,5.153428,0.9192704
2397,31.46535,0.1874605,5.898512,9.071943,0.5978344,5.42352,0.9194725
2398,31.46349,0.1974632,6.212881,9.587976,0.5958241,5.712747,0.9195005
2399,31.46275,0.206973,6.51194,10.07813,0.5939201,5.985601,0.9191733
2400,31.46191,0.2168252,6.821734,10.58559,0.5919456,6.266091,0.918548
2401,31.4602,0.2266479,7.13039,11.0916,0.5899634,6.543639,0.9177113
2402,31.45819,0.2361375,7.428459,11.58078,0.5881332,6.811039,0.9168845
2403,31.72874,0.2463611,7.816729,12.10235,0.5918111,7.162304,0.916279
2404,31.96376,0.1752897,5.602917,8.438344,0.6115456,5.160432,0.921026
2405,31.96264,0.178265,5.69782,8.589339,0.6099228,5.238834,0.9194454
2406,31.96124,0.1875771,5.995196,9.070488,0.6079308,5.514229,0.9197746
2407,31.96029,0.1975771,6.31462,9.586432,0.6059349,5.808754,0.9198897
2408,31.95754,0.2074896,6.630857,10.09721,0.6039091,6.097794,0.9196086
2409,31.95674,0.216937,6.932599,10.58457,0.6020012,6.371922,0.9191247
2410,31.95424,0.2267622,7.246014,11.08996,0.6000047,6.654028,0.9183019
2411,31.95278,0.2362532,7.548944,11.57925,0.5981656,6.92631,0.9175202
2412,32.23117,0.2465186,7.945583,12.10264,0.6019974,7.285755,0.9169567
2413,32.47937,0.1755535,5.701865,8.443364,0.6220293,5.25202,0.9211056
2414,32.47849,0.1784391,5.795433,8.589767,0.6204591,5.3296,0.9196207
2415,32.47741,0.1881424,6.110376,9.091193,0.6183706,5.621727,0.9200295
2416,32.47543,0.1977592,6.422314,9.5867,0.6164113,5.90935,0.9201279
2417,32.47332,0.2076493,6.743062,10.09667,0.6144009,6.203403,0.9199684
2418,32.47243,0.2171156,7.050272,10.58421,0.6124981,6.482808,0.9195119
2419,32.47099,0.2269278,7.368573,11.09022,0.6105032,6.770617,0.9188506
2420,32.46906,0.2364526,7.677392,11.58111,0.6086576,7.048932,0.9181414
2421,32.73638,0.2466704,8.075096,12.10292,0.6122471,7.409979,0.9176335
2422,32.97458,0.1724219,5.685539,8.272106,0.6327102,5.233846,0.920554
2423,32.97427,0.1785913,5.88892,8.589482,0.6305658,5.416234,0.919733
2424,32.97197,0.1882648,6.207461,9.089174,0.6284686,5.71226,0.9202249
2425,32.97077,0.1978993,6.524891,9.585591,0.6265031,6.005403,0.9203836
2426,32.97002,0.2076952,6.847714,10.09117,0.6245494,6.302431,0.92037
2427,32.96782,0.2175288,7.171452,10.59798,0.6225178,6.597431,0.9199575
2428,32.96609,0.2269654,7.482162,11.08429,0.6206105,6.879028,0.9193904
2429,32.96448,0.2368738,7.80842,11.59433,0.6186844,7.173234,0.9186537
2430,33.22461,0.2467134,8.196959,12.09583,0.6221916,7.525925,0.9181362
2431,33.47237,0.1743126,5.834655,8.360929,0.6425895,5.372645,0.9208163
2432,33.47071,0.178975,5.99042,8.600201,0.6406588,5.509794,0.9197676
2433,33.46893,0.188279,6.301498,9.080801,0.6386453,5.799411,0.9203225
2434,33.46821,0.1982653,6.635583,9.595808,0.6366224,6.108907,0.9206285
2435,33.46563,0.2077718,6.953214,10.08652,0.6346564,6.401476,0.9206499
2436,33.4638,0.2176021,7.281793,10.59331,0.6326366,6.701718,0.920339
2437,33.46245,0.2270382,7.597254,11.07961,0.6307209,6.988139,0.9198244
2438,33.46176,0.2368965,7.926973,11.58755,0.6288206,7.286493,0.9192025
2439,33.73315,0.2471257,8.336329,12.10935,0.6324861,7.658997,0.9187493
2440,33.96844,0.1759402,5.976414,8.437471,0.6524665,5.505167,0.9211489
2441,33.96761,0.1783326,6.057533,8.558355,0.6529856,5.588483,0.9225675
2442,33.9656,0.1876384,6.373251,9.038696,0.6510155,5.884332,0.9232857
2443,33.96479,0.1976075,6.711699,9.554057,0.6488683,6.199325,0.9236595
2444,33.96369,0.2075007,7.047491,10.06438,0.6468396,6.51004,0.9237388
2445,33.96275,0.2169406,7.367898,10.55103,0.6448472,6.803803,0.9234389
2446,33.9612,0.2267916,7.702115,11.059,0.6429403,7.110277,0.923159
2447,33.95884,0.2362816,8.023849,11.54799,0.641016,7.402446,0.9225554
2448,34.23767,0.2465195,8.440252,12.07034,0.644866,7.783754,0.9222181
2449,34.48267,0.175804,6.062192,8.421741,0.6650235,5.600656,0.9238665
2450,34.48214,0.1784791,6.154339,8.556569,0.6634706,5.677032,0.9224437
2451,34.48089,0.1880956,6.485703,9.054084,0.6613383,5.987813,0.9232326
2452,34.47892,0.1977683,6.818836,9.553216,0.6592773,6.298218,0.92365
2453,34.47763,0.2076629,7.159726,10.06349,0.6572093,6.613822,0.9237535
2454,34.47603,0.2171014,7.484793,10.55085,0.6553673,6.914683,0.923831
2455,34.47502,0.2268425,7.820399,11.0534,0.6533713,7.221972,0.9234787
2456,34.47269,0.2363937,8.149127,11.54529,0.6514959,7.521711,0.9230082
2457,34.73577,0.246553,8.564208,12.0639,0.6550187,7.902083,0.9226869
2458,34.97966,0.1786374,6.248675,8.26082,0.6964709,5.753421,0.9207425
2459,34.97791,0.1861891,6.512504,8.556313,0.6991491,5.982139,0.918562
2460,34.97652,0.1963373,6.867197,9.057326,0.6972343,6.315079,0.9196007
2461,34.97565,0.2063534,7.217343,9.552377,0.69535,6.642245,0.9203172
2462,34.97427,0.216732,7.580044,10.06413,0.6934739,6.979211,0.9207349
2463,34.97241,0.2265715,7.923751,10.55014,0.6916151,7.296635,0.9208561
2464,34.97161,0.2368555,8.283219,11.05771,0.6897153,7.626674,0.9207379
2465,34.96971,0.2471547,8.642928,11.56553,0.6878649,7.955522,0.920466
2466,30.10936,0.255305,7.687068,12.05493,0.5846968,7.048476,0.9169265
2467,24.92994,0.1734022,4.322906,8.086611,0.4874764,3.942032,0.911894
2468,24.9275,0.1832793,4.568694,8.573046,0.4855645,4.162766,0.9111502
2469,24.92615,0.1930405,4.811756,9.054888,0.4837846,4.380616,0.9103985
2470,24.92464,0.2035482,5.073366,9.572438,0.4819543,4.613478,0.9093525
2471,24.92382,0.2135019,5.321284,10.06284,0.480184,4.832017,0.9080548
2472,24.92092,0.2237455,5.575944,10.56737,0.4782884,5.054251,0.9064386
2473,24.92035,0.2340203,5.831867,11.07312,0.4764169,5.27542,0.9045851
2474,24.91773,0.2439851,6.079556,11.56411,0.474658,5.488995,0.9028611
2475,25.21674,0.2547058,6.422852,12.08707,0.4792011,5.792137,0.9018013
2476,25.47034,0.1794451,4.570528,8.378718,0.4985297,4.17704,0.9139076
2477,25.46937,0.1834108,4.671357,8.572319,0.4969495,4.26001,0.9119427
2478,25.46776,0.1931776,4.919801,9.053016,0.4951701,4.482783,0.9111716
2479,25.46654,0.2036741,5.186875,9.570582,0.4933457,4.721606,0.9102988
2480,25.46449,0.2136282,5.439932,10.06064,0.4915355,4.945159,0.909048
2481,25.4628,0.2239066,5.701289,10.56719,0.4896744,5.174481,0.9075986
2482,25.46132,0.2341822,5.962588,11.07325,0.4877794,5.401301,0.9058653
2483,25.4599,0.2442213,6.217848,11.56776,0.4860301,5.622278,0.9042161
2484,25.72932,0.2549113,6.558694,12.08963,0.4899633,5.923473,0.9031484
2485,25.96689,0.1805415,4.688101,8.425297,0.5088225,4.286981,0.9144387
2486,25.96633,0.1835409,4.765882,8.570092,0.5074116,4.348564,0.9124364
2487,25.96455,0.1937039,5.029433,9.071616,0.5055427,4.586089,0.9118502
2488,25.96321,0.2038473,5.29253,9.571422,0.5037628,4.821726,0.9110438
2489,25.96177,0.2142139,5.561372,10.08223,0.501907,5.060343,0.9099091
2490,25.96021,0.2241166,5.818112,10.57031,0.5001026,5.286239,0.9085832
2491,25.95831,0.234408,6.084836,11.07678,0.4981964,5.518412,0.9069121
2492,25.95651,0.2443749,6.343122,11.56828,0.4964589,5.743173,0.9054174
2493,26.23084,0.2550575,6.690372,12.08992,0.5004739,6.050688,0.9043874
2494,26.46372,0.179847,4.759419,8.38303,0.5194299,4.354397,0.9149008
2495,26.46341,0.1838345,4.864887,8.577699,0.5178326,4.441813,0.913035
2496,26.46114,0.1936067,5.123055,9.059619,0.5160272,4.67501,0.9125434
2497,26.45987,0.204112,5.400775,9.57699,0.5141719,4.924219,0.9117615
2498,26.45753,0.2140447,5.663094,10.06631,0.5123586,5.157562,0.9107323
2499,26.45597,0.2243479,5.935341,10.57433,0.5104905,5.398097,0.9094839
2500,26.45464,0.2342003,6.195685,11.05937,0.5086947,5.625842,0.9080259
2501,26.45363,0.2445708,6.469787,11.57004,0.5068805,5.864628,0.9064639
2502,26.72465,0.2552557,6.821618,12.09156,0.5108419,6.176877,0.9054856
2503,26.96588,0.1802508,4.860621,8.395581,0.5298068,4.448036,0.9151168
2504,26.96523,0.1839782,4.961014,8.577531,0.5282719,4.531268,0.9133753
2505,26.96406,0.1937583,5.224512,9.058697,0.5264335,4.768802,0.9127746
2506,26.96239,0.2042444,5.506917,9.57618,0.5246001,5.023665,0.9122463
2507,26.96065,0.2142614,5.776626,10.06958,0.5227858,5.264236,0.9112995
2508,26.95871,0.2245432,6.053394,10.57631,0.5209197,5.509408,0.9101354
2509,26.9574,0.2344088,6.319051,11.06222,0.5191211,5.742632,0.9087809
2510,26.95559,0.2447516,6.597422,11.57172,0.5173017,5.986073,0.9073352
2511,27.23985,0.2554599,6.958691,12.09414,0.5215182,6.307316,0.9063941
2512,27.48182,0.1800293,4.947534,8.376349,0.5407156,4.529223,0.9154507
2513,27.48056,0.1842688,5.063808,8.58351,0.5390923,4.627305,0.9137993
2514,27.47908,0.1940373,5.331967,9.064717,0.537276,4.870255,0.9134067
2515,27.47735,0.204504,5.619229,9.58101,0.5354449,5.130103,0.9129549
2516,27.47588,0.2144502,5.892207,10.07111,0.5336385,5.374331,0.9121084
2517,27.47471,0.2247076,6.173775,10.57633,0.5317773,5.624252,0.9109908
2518,27.47235,0.2345764,6.444366,11.06296,0.5299613,5.862939,0.9097774
2519,27.47006,0.2449103,6.7277,11.57186,0.5281179,6.111304,0.9083795
2520,27.74083,0.2555588,7.089415,12.09195,0.5320737,6.433806,0.9075229
2521,27.97699,0.1810869,5.066266,8.420753,0.5510515,4.640269,0.915915
2522,27.9766,0.1842605,5.154982,8.575006,0.5495779,4.712634,0.9141902
2523,27.97449,0.1944274,5.439009,9.075989,0.5476698,4.970644,0.913888
2524,27.97335,0.2045144,5.720954,9.57345,0.5458878,5.226029,0.9134892
2525,27.97144,0.2148422,6.009447,10.08272,0.5440227,5.485226,0.9127672
2526,27.96972,0.2247257,6.285513,10.56955,0.5422202,5.731021,0.9117826
2527,27.96769,0.2349791,6.571822,11.07451,0.5403273,5.983859,0.9105328
2528,27.96492,0.2453052,6.859941,11.58353,0.5384844,6.237548,0.9092715
2529,28.22831,0.2555856,7.214749,12.08538,0.5423415,6.554403,0.9084727
2530,28.47391,0.1790333,5.097777,8.310647,0.5618405,4.669258,0.9159399
2531,28.47255,0.1843969,5.25025,8.573525,0.5600514,4.801615,0.9145498
2532,28.47079,0.1945466,5.538895,9.073985,0.5581353,5.064511,0.9143541
2533,28.46848,0.2046453,5.82594,9.572282,0.5563257,5.325306,0.9140682
2534,28.46697,0.2149984,6.120353,10.0828,0.554456,5.590468,0.9134225
2535,28.46534,0.2248878,6.401506,10.57006,0.5526477,5.84152,0.9125227
2536,28.46347,0.2351023,6.691828,11.07392,0.5507724,6.099212,0.9114418
2537,28.462,0.2454728,6.986646,11.58448,0.5489458,6.359251,0.9102008
2538,28.72515,0.255756,7.346629,12.08684,0.5527823,6.681392,0.9094501
2539,28.96902,0.179217,5.191741,8.311934,0.572261,4.756595,0.9161851
2540,28.96858,0.184601,5.347628,8.576532,0.5704661,4.892621,0.9149143
2541,28.96726,0.1947395,5.641069,9.076782,0.5685679,5.160767,0.9148562
2542,28.96531,0.2048362,5.933144,9.574492,0.566789,5.426716,0.9146442
2543,28.96385,0.2151435,6.231385,10.08245,0.5649293,5.695872,0.914062
2544,28.96258,0.2254473,6.529535,10.58995,0.5630307,5.962466,0.9131532
2545,28.96052,0.2352745,6.813673,11.07485,0.5612166,6.215388,0.9121935
2546,28.95878,0.2455959,7.112158,11.58296,0.5593897,6.479391,0.9110302
2547,29.21613,0.2558484,7.474901,12.08391,0.5631162,6.804646,0.9103326
2548,29.46546,0.1802479,5.311088,8.355061,0.5826253,4.86787,0.9165486
2549,29.46482,0.1850531,5.452556,8.590919,0.5808672,4.990183,0.9152007
2550,29.46321,0.1948113,5.739767,9.0721,0.5790322,5.253037,0.9152006
2551,29.46106,0.2052857,6.047935,9.589051,0.5771362,5.534188,0.9150543
2552,29.45943,0.2152301,6.340555,10.07924,0.5753513,5.799105,0.9146052
2553,29.45711,0.2255003,6.642586,10.58578,0.5734502,6.070415,0.9138634
2554,29.45641,0.2353932,6.933837,11.07256,0.5716349,6.329464,0.9128371
2555,29.45484,0.2457071,7.237262,11.58133,0.5698104,6.59916,0.9118311
2556,29.71822,0.2559809,7.607297,12.08299,0.5736614,6.931546,0.9111707
2557,29.9812,0.1808191,5.421173,8.375733,0.5933995,4.970156,0.9168046
2558,29.98024,0.1852191,5.552913,8.59018,0.5917237,5.083014,0.9153779
2559,29.97861,0.1949768,5.845135,9.07178,0.589892,5.35137,0.9155256
2560,29.97679,0.2054667,6.159233,9.588848,0.5880003,5.638246,0.9154136
2561,29.97498,0.2154219,6.457267,10.07964,0.5861906,5.908588,0.9150292
2562,29.97342,0.2256916,6.764747,10.58597,0.5843117,6.185506,0.9143735
2563,29.97213,0.235559,7.060207,11.07301,0.5824887,6.449901,0.913557
2564,29.97034,0.2459013,7.369745,11.58242,0.5806598,6.725443,0.9125748
2565,30.24112,0.2565814,7.759309,12.10432,0.5846007,7.076195,0.911962
2566,30.47343,0.1814924,5.530695,8.401102,0.6037029,5.07177,0.9170222
2567,30.47239,0.1854133,5.649988,8.591789,0.6020894,5.173025,0.9155817
2568,30.47097,0.1951315,5.945847,9.071622,0.6002682,5.445406,0.9158337
2569,30.46917,0.2056123,6.264835,9.588987,0.5983563,5.737631,0.9158471
2570,30.46775,0.2155502,6.567329,10.07853,0.5965632,6.012479,0.9155136
2571,30.46546,0.2257845,6.878628,10.58373,0.5946652,6.293776,0.9149754
2572,30.46404,0.2360521,7.191101,11.08979,0.5927917,6.573936,0.9141767
2573,30.46269,0.2460004,7.493834,11.57983,0.5910215,6.843926,0.9132743
2574,30.73187,0.2566151,7.88626,12.09854,0.594941,7.197915,0.9127159
2575,30.96916,0.1823958,5.648643,8.437947,0.6140563,5.181375,0.9172778
2576,30.96872,0.185482,5.744141,8.58822,0.6125903,5.26106,0.9159002
2577,30.96664,0.195627,6.057911,9.088458,0.6106275,5.549662,0.9161016
2578,30.96509,0.2057036,6.369632,9.585386,0.608821,5.835784,0.9161887
2579,30.96392,0.2160483,6.689702,10.09572,0.606946,6.127559,0.915969
2580,30.96214,0.2259208,6.994993,10.58238,0.6051274,6.403687,0.9154673
2581,30.96098,0.2362063,7.313178,11.0891,0.6032336,6.689319,0.9146938
2582,30.95909,0.2461024,7.619108,11.57775,0.6014698,6.963665,0.9139737
2583,31.22522,0.2567981,8.018579,12.10061,0.6052755,7.324201,0.913404
2584,31.46607,0.1794692,5.647192,8.28414,0.6249587,5.177245,0.9167823
2585,31.46527,0.1856382,5.841157,8.58735,0.6230226,5.350113,0.9159336
2586,31.46351,0.1957916,6.160292,9.088655,0.6211031,5.644991,0.9163513
2587,31.46251,0.2058158,6.475482,9.583642,0.6192893,5.935047,0.9165414
2588,31.46037,0.2161841,6.801233,10.0951,0.6173807,6.232523,0.9163813
2589,31.45921,0.2260749,7.112138,10.58258,0.6155536,6.514144,0.9159192
2590,31.45701,0.2363226,7.434001,11.08789,0.6136697,6.804304,0.9152951
2591,31.45605,0.2462605,7.746381,11.5777,0.6119048,7.084448,0.9145495
2592,31.71923,0.2569171,8.149212,12.09863,0.6156685,7.448744,0.9140447
2593,31.96202,0.1802809,5.762143,8.316402,0.635345,5.283784,0.9169826
2594,31.96038,0.1857749,5.937438,8.585932,0.6334604,5.438848,0.916026
2595,31.9592,0.1959308,6.261793,9.087275,0.6315707,5.739256,0.9165516
2596,31.95749,0.2059986,6.5832,9.583785,0.6297171,6.035073,0.9167387
2597,31.95665,0.2163366,6.913393,10.09396,0.6278453,6.337446,0.9166911
2598,31.95432,0.2266182,7.24143,10.60061,0.625919,6.635122,0.9162724
2599,31.95315,0.2364856,7.556462,11.08737,0.6241181,6.919827,0.9157495
2600,31.95143,0.2468088,7.885894,11.59691,0.6222671,7.216377,0.9150993
2601,32.22253,0.2570791,8.283737,12.09791,0.6262667,7.576519,0.9146258
2602,32.47844,0.1811768,5.884337,8.352181,0.6461221,5.396529,0.9171005
2603,32.47726,0.1859288,6.03846,8.584032,0.6443775,5.531357,0.9160212
2604,32.47528,0.1960925,6.36816,9.086239,0.6424243,5.837221,0.916626
2605,32.4743,0.2065199,6.706589,9.600806,0.6405199,6.149508,0.9169353
2606,32.47221,0.2164827,7.02967,10.09258,0.6387021,6.446149,0.9169917
2607,32.47081,0.2267345,7.362252,10.59858,0.6367927,6.749097,0.9167164
2608,32.46911,0.2366119,7.682578,11.08558,0.6349748,7.039066,0.9162375
2609,32.46721,0.2469247,8.016953,11.59448,0.6331292,7.340804,0.91566
2610,32.7261,0.2572045,8.417301,12.09672,0.6368578,7.70389,0.9152446
2611,32.97289,0.1814818,5.98398,8.359025,0.6565103,5.487786,0.9170797
2612,32.97232,0.1853045,6.109919,8.545633,0.6570107,5.614573,0.9189275
2613,32.97156,0.1955007,6.445964,9.049041,0.6549765,5.926909,0.919476
2614,32.9693,0.2055597,6.777161,9.545471,0.653115,6.234291,0.9198971
2615,32.96775,0.2159459,7.119251,10.05799,0.6511975,6.549735,0.9200033
2616,32.96633,0.2257887,7.443424,10.54363,0.6493443,6.846448,0.9197983
2617,32.96413,0.2360529,7.781278,11.04982,0.6474885,7.15463,0.9194673
2618,32.96257,0.2463838,8.121446,11.55952,0.6456746,7.463689,0.9190099
2619,33.2212,0.2566307,8.525578,12.06029,0.6493435,7.831268,0.9185616
2620,33.47009,0.1805689,6.043656,8.305355,0.6691785,5.557765,0.9196031
2621,33.46937,0.1855513,6.210286,8.549479,0.6673706,5.705671,0.9187453
2622,33.4678,0.1957062,6.549858,9.050935,0.6654446,6.022895,0.919546
2623,33.46587,0.2057329,6.885032,9.54606,0.6636264,6.335018,0.9201145
2624,33.46467,0.2161516,7.233441,10.06018,0.6617403,6.657227,0.9203402
2625,33.46298,0.2260334,7.563752,10.54705,0.6598024,6.958968,0.9200417
2626,33.46092,0.2363067,7.907042,11.05414,0.6578851,7.272351,0.919731
2627,33.4599,0.246629,8.252184,11.56343,0.6560327,7.585986,0.9192701
2628,33.72601,0.2569652,8.666411,12.06862,0.6599545,7.96474,0.9190356
2629,33.96743,0.1797238,6.104754,8.254561,0.6798685,5.612016,0.9192862
2630,33.96645,0.1858545,6.312817,8.556169,0.6778341,5.799663,0.9187123
2631,33.96443,0.1960132,6.657476,9.057443,0.6758738,6.121688,0.9195209
2632,33.9632,0.2060134,6.996875,9.551291,0.6741287,6.438799,0.9202393
2633,33.96135,0.216378,7.348489,10.0626,0.6721494,6.76357,0.9204028
2634,33.9598,0.2262632,7.683853,10.55061,0.6703625,7.072735,0.9204673
2635,33.95879,0.2363152,8.024979,11.04714,0.6685098,7.385118,0.9202665
2636,33.95713,0.2466295,8.374828,11.5557,0.6665462,7.702404,0.9197089
2637,34.23363,0.257327,8.809238,12.0776,0.6706192,8.099473,0.9194294
2638,34.48129,0.1834131,6.324318,8.429536,0.6901451,5.817603,0.9198782
2639,34.48055,0.186105,6.417004,8.55885,0.6887518,5.894924,0.9186411
2640,34.47896,0.1962586,6.766791,9.06008,0.6867245,6.221779,0.9194579
2641,34.47736,0.206294,7.112474,9.556005,0.6849119,6.545022,0.9202174
2642,34.47567,0.21663,7.468463,10.06625,0.682936,6.874601,0.9204839
2643,34.47477,0.2264065,7.80531,10.54877,0.6811677,7.185483,0.920589
2644,34.47313,0.236754,8.161652,11.05906,0.6792587,7.511961,0.9203972
2645,34.47093,0.2467085,8.504272,11.55046,0.6774482,7.824834,0.9201064
